customId,winnerCode,hasGlobalHighlights,hasEventPlayerStatistics,hasEventPlayerHeatMap,detailId,crowdsourcingDataDisplayEnabled,id,awayRedCards,startTimestamp,slug,finalResultOnly,tournament.name,tournament.slug,tournament.category.name,tournament.category.slug,tournament.category.sport.name,tournament.category.sport.slug,tournament.category.sport.id,tournament.category.id,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.slug,tournament.uniqueTournament.category.name,tournament.uniqueTournament.category.slug,tournament.uniqueTournament.category.sport.name,tournament.uniqueTournament.category.sport.slug,tournament.uniqueTournament.category.sport.id,tournament.uniqueTournament.category.id,tournament.uniqueTournament.category.flag,tournament.uniqueTournament.category.alpha2,tournament.uniqueTournament.userCount,tournament.uniqueTournament.id,tournament.uniqueTournament.hasEventPlayerStatistics,tournament.uniqueTournament.crowdsourcingEnabled,tournament.uniqueTournament.hasPerformanceGraphFeature,tournament.uniqueTournament.displayInverseHomeAwayTeams,tournament.priority,tournament.id,roundInfo.round,status.code,status.description,status.type,homeTeam.name,homeTeam.slug,homeTeam.shortName,homeTeam.sport.name,homeTeam.sport.slug,homeTeam.sport.id,homeTeam.userCount,homeTeam.nameCode,homeTeam.disabled,homeTeam.type,homeTeam.id,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.subTeams,homeTeam.teamColors.primary,homeTeam.teamColors.secondary,homeTeam.teamColors.text,awayTeam.name,awayTeam.slug,awayTeam.shortName,awayTeam.sport.name,awayTeam.sport.slug,awayTeam.sport.id,awayTeam.userCount,awayTeam.nameCode,awayTeam.disabled,awayTeam.type,awayTeam.id,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.subTeams,awayTeam.teamColors.primary,awayTeam.teamColors.secondary,awayTeam.teamColors.text,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime1,time.injuryTime2,time.currentPeriodStartTimestamp,changes.changes,changes.changeTimestamp,homeRedCards,roundInfo.name,roundInfo.cupRoundType,homeScore.overtime,homeScore.penalties,awayScore.overtime,awayScore.penalties,coverage,choice_1,choice_X,choice_2
TcdsCWKc,3,True,True,True,1.0,False,11029844,,1688983200,jeonnam-dragons-chungnam-asan-fc,False,K League 2,k-league-2,South Korea,south-korea,Football,football,1,291,south-korea,KR,K League 2,k-league-2,South Korea,south-korea,Football,football,1,291,south-korea,KR,0,777,True,False,False,False,12,6230,20.0,100,Ended,finished,Chungnam Asan FC,chungnam-asan-fc,Chungnam Asan,Football,football,1,0,CHU,,0,339827,KR,South Korea,[],#52b030,#52b030,#ffffff,Jeonnam Dragons,jeonnam-dragons,Jeonnam,Football,football,1,0,JED,,0,7643,KR,South Korea,[],#52b030,#52b030,#ffffff,3.0,3.0,1.0,2.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,5.0,1689147098.0,"['time.injuryTime1', 'time.injuryTime2', 'time.currentPeriodStart']",1689151191,,,,,,,,,2.38,2.75,3.2
RcdsXcd,1,True,True,True,1.0,False,11029842,,1688985000,gimcheon-sangmu-fc-busanpark,False,K League 2,k-league-2,South Korea,south-korea,Football,football,1,291,south-korea,KR,K League 2,k-league-2,South Korea,south-korea,Football,football,1,291,south-korea,KR,0,777,True,False,False,False,12,6230,20.0,100,Ended,finished,Gimcheon Sangmu FC,gimcheon-sangmu-fc,Gimcheon,Football,football,1,0,GIS,False,0,7647,KR,South Korea,[],#52b030,#52b030,#ffffff,Busan I Park,busan-i-park,Busan,Football,football,1,0,BUS,,0,7642,KR,South Korea,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,5.0,1689148255.0,"['time.injuryTime1', 'time.injuryTime2', 'time.currentPeriodStart']",1689152850,,,,,,,,,2.3,3.2,2.7
gKqseUq,3,False,,,,False,11334209,,1689005700,mc-alger-es-setif,False,Ligue 1,ligue-1,Algeria,algeria,Football,football,1,304,algeria,DZ,Ligue 1,ligue-1,Algeria,algeria,Football,football,1,304,algeria,DZ,0,841,False,False,False,False,0,3657,29.0,100,Ended,finished,ES Sétif,es-setif,ES Sétif,Football,football,1,0,ESS,False,0,41756,DZ,Algeria,[],#52b030,#52b030,#ffffff,MC Alger,mc-alger,MC Alger,Football,football,1,0,ALG,False,0,42204,DZ,Algeria,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,5.0,1689012791.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1689012794,,,,,,,,,1.67,3.0,5.5
cUqsNudb,1,False,,,,False,11334217,,1689005700,js-kabylie-nc-magra,False,Ligue 1,ligue-1,Algeria,algeria,Football,football,1,304,algeria,DZ,Ligue 1,ligue-1,Algeria,algeria,Football,football,1,304,algeria,DZ,0,841,False,False,False,False,0,3657,29.0,100,Ended,finished,JS Kabylie,js-kabylie,Kabylie,Football,football,1,0,JSK,False,0,42202,DZ,Algeria,[],#52b030,#52b030,#ffffff,NC Magra,nc-magra,Magra,Football,football,1,0,MGR,,0,133488,DZ,Algeria,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1689013183.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1689013187,,,,,,,,,1.25,4.5,11.0
Thxsqudb,1,False,,,,False,11334222,,1689005700,cs-constantine-mc-el-bayadh,False,Ligue 1,ligue-1,Algeria,algeria,Football,football,1,304,algeria,DZ,Ligue 1,ligue-1,Algeria,algeria,Football,football,1,304,algeria,DZ,0,841,False,False,False,False,0,3657,29.0,100,Ended,finished,MC El Bayadh,mc-el-bayadh,El Bayadh,Football,football,1,0,MEB,,0,133466,DZ,Algeria,[],#52b030,#52b030,#ffffff,CS Constantine,cs-constantine,Constantine,Football,football,1,0,CSC,,0,55393,DZ,Algeria,[],#52b030,#52b030,#ffffff,3.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,,,1689013131.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1689013133,,,,,,,,,1.8,3.0,4.5
batspQG,1,False,,,,False,11334207,,1689005700,js-saoura-mc-oran,False,Ligue 1,ligue-1,Algeria,algeria,Football,football,1,304,algeria,DZ,Ligue 1,ligue-1,Algeria,algeria,Football,football,1,304,algeria,DZ,0,841,False,False,False,False,0,3657,29.0,100,Ended,finished,MC Oran,mc-oran,Oran,Football,football,1,0,MCO,,0,45001,DZ,Algeria,[],#52b030,#52b030,#ffffff,JS Saoura,js-saoura,Saoura,Football,football,1,0,SAO,,0,79565,DZ,Algeria,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1689012823.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1689012828,,,,,,,,,1.62,3.4,5.0
XTJbsEUJb,1,False,,,,False,11334205,,1689005700,us-biskra-paradou-ac,False,Ligue 1,ligue-1,Algeria,algeria,Football,football,1,304,algeria,DZ,Ligue 1,ligue-1,Algeria,algeria,Football,football,1,304,algeria,DZ,0,841,False,False,False,False,0,3657,29.0,100,Ended,finished,Paradou AC,paradou-ac,Paradou,Football,football,1,0,PAR,,0,212197,DZ,Algeria,[],#52b030,#52b030,#ffffff,US Biskra,us-biskra,Biskra,Football,football,1,0,BIS,,0,212229,DZ,Algeria,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,1689012829.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1689012833,,,,,,,,,1.3,4.0,10.0
bUqsgUq,2,False,,,,False,11340989,,1689005700,usm-alger-aso-chlef,False,Ligue 1,ligue-1,Algeria,algeria,Football,football,1,304,algeria,DZ,Ligue 1,ligue-1,Algeria,algeria,Football,football,1,304,algeria,DZ,0,841,False,False,False,False,0,3657,29.0,100,Ended,finished,USM Alger,usm-alger,USM Alger,Football,football,1,0,UAL,False,0,42206,DZ,Algeria,[],#52b030,#52b030,#ffffff,ASO Chlef,aso-chlef,Chlef,Football,football,1,0,ASO,False,0,42201,DZ,Algeria,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,3.0,3.0,1.0,2.0,3.0,,,1689013101.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1689013103,,,,,,,,,1.8,3.2,4.0
hUqsJrVb,1,False,,,,False,11334213,,1689005700,cr-belouizdad-usm-khenchela,False,Ligue 1,ligue-1,Algeria,algeria,Football,football,1,304,algeria,DZ,Ligue 1,ligue-1,Algeria,algeria,Football,football,1,304,algeria,DZ,0,841,False,False,False,False,0,3657,29.0,100,Ended,finished,USM Khenchela,usm-khenchela,USM Khenchela,Football,football,1,0,KHE,False,0,238384,DZ,Algeria,[],#52b030,#52b030,#ffffff,CR Belouizdad,cr-belouizdad,Belouizdad,Football,football,1,0,CRB,False,0,42207,DZ,Algeria,[],#52b030,#52b030,#ffffff,4.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,,,1689010020.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2']",1689013069,,,,,,,,,3.25,2.8,2.2
PzrspvM,2,True,,,,False,11000242,1.0,1688923800,defensores-unidos-almirante-brown,False,"Primera Nacional, Group A",primera-nacional-group-a,Argentina,argentina,Football,football,1,48,argentina,AR,Primera Nacional,primera-nacional,Argentina,argentina,Football,football,1,48,argentina,AR,0,703,False,False,False,False,0,37309,24.0,100,Ended,finished,Defensores Unidos,defensores-unidos,Def. Unidos,Football,football,1,0,DEF,,0,93515,AR,Argentina,[],#52b030,#52b030,#ffffff,Almirante Brown,almirante-brown,Almirante Brown,Football,football,1,0,ABR,,0,43740,AR,Argentina,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,1688931057.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688931059,2.0,,,,,,,,2.5,2.9,3.3
faVsWROb,1,True,,,,False,11000244,,1688925600,guemes-csd-flandria,False,"Primera Nacional, Group A",primera-nacional-group-a,Argentina,argentina,Football,football,1,48,argentina,AR,Primera Nacional,primera-nacional,Argentina,argentina,Football,football,1,48,argentina,AR,0,703,False,False,False,False,0,37309,24.0,100,Ended,finished,CSD Flandria,csd-flandria,Flandria,Football,football,1,0,CSD,,0,112505,AR,Argentina,[],#52b030,#52b030,#ffffff,Güemes,guemes,Güemes,Football,football,1,0,GUE,,0,224646,AR,Argentina,[],#52b030,#52b030,#ffffff,3.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,,1688932615.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688932619,,,,,,,,,2.75,2.9,2.88
pUvsbBw,0,True,,,,False,11000243,,1688925600,guillermo-brown-defensores-de-belgrano,False,"Primera Nacional, Group A",primera-nacional-group-a,Argentina,argentina,Football,football,1,48,argentina,AR,Primera Nacional,primera-nacional,Argentina,argentina,Football,football,1,48,argentina,AR,0,703,False,False,False,False,0,37309,24.0,60,Postponed,postponed,Guillermo Brown,guillermo-brown,Guillermo Brown,Football,football,1,0,GUI,,0,53801,AR,Argentina,[],#52b030,#52b030,#ffffff,Defensores de Belgrano,defensores-de-belgrano,Defensores,Football,football,1,0,DDB,,0,52215,AR,Argentina,[],#52b030,#52b030,#ffffff,0.0,,,,,1.0,,,,,1.0,,1688928417.0,"['status.code', 'status.description', 'status.type']",1688979752,,,,,,,,,2.7,2.9,2.9
nvMsRkKb,1,True,,,,False,11000198,,1688927400,tristan-suarez-deportivo-maipu,False,"Primera Nacional, Group B",primera-nacional-group-b,Argentina,argentina,Football,football,1,48,argentina,AR,Primera Nacional,primera-nacional,Argentina,argentina,Football,football,1,48,argentina,AR,0,703,False,False,False,False,0,37310,21.0,100,Ended,finished,Deportivo Maipú,deportivo-maipu,Deportivo Maipú,Football,football,1,0,MAi,,0,213042,AR,Argentina,[],#52b030,#52b030,#ffffff,Tristán Suárez,tristan-suarez,Tristán Suárez,Football,football,1,0,TRI,,0,93513,AR,Argentina,[],#52b030,#52b030,#ffffff,3.0,3.0,3.0,,,2.0,2.0,0.0,,,,5.0,1688934474.0,"['status.code', 'status.description', 'status.type', 'time.currentPeriodStart']",1688934476,,,,,,,,,1.57,3.6,7.5
oobsRLo,1,True,,,,False,11000194,,1688931000,independiente-rivadavia-club-atletico-chacarita-juniors,False,"Primera Nacional, Group B",primera-nacional-group-b,Argentina,argentina,Football,football,1,48,argentina,AR,Primera Nacional,primera-nacional,Argentina,argentina,Football,football,1,48,argentina,AR,0,703,False,False,False,False,0,37310,21.0,100,Ended,finished,Independiente Rivadavia,independiente-rivadavia,Ind. Rivadavia,Football,football,1,0,IRM,,0,36842,AR,Argentina,[],#52b030,#52b030,#ffffff,Club Atlético Chacarita Juniors,club-atletico-chacarita-juniors,Chacarita Jrs.,Football,football,1,0,CAC,,0,3214,AR,Argentina,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1688938264.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart', 'time.injuryTime2']",1688938268,,,,,,,,,2.25,3.2,3.4
QLoshmM,2,True,,,,False,11000204,,1688938200,estudiantes-de-buenos-aires-club-ferro-carril-oeste,False,"Primera Nacional, Group B",primera-nacional-group-b,Argentina,argentina,Football,football,1,48,argentina,AR,Primera Nacional,primera-nacional,Argentina,argentina,Football,football,1,48,argentina,AR,0,703,False,False,False,False,0,37310,21.0,100,Ended,finished,Estudiantes de Buenos Aires,estudiantes-de-buenos-aires,Estudiantes B.A.,Football,football,1,0,EST,,0,93107,AR,Argentina,[],#52b030,#52b030,#ffffff,Club Ferro Carril Oeste,club-ferro-carril-oeste,Ferro Carril Oeste,Football,football,1,0,FCO,False,0,36841,AR,Argentina,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,6.0,1688945815.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688945819,,,,,,,,,2.63,2.9,3.1
LYbsLLo,2,True,,,,False,11000212,,1688945400,quilmes-atletico-club-aldosivi,False,"Primera Nacional, Group B",primera-nacional-group-b,Argentina,argentina,Football,football,1,48,argentina,AR,Primera Nacional,primera-nacional,Argentina,argentina,Football,football,1,48,argentina,AR,0,703,False,False,False,False,0,37310,21.0,100,Ended,finished,Aldosivi,aldosivi,Aldosivi,Football,football,1,0,CAA,,0,36836,AR,Argentina,[],#52b030,#52b030,#ffffff,Quilmes Atlético Club,quilmes-atletico-club,Quilmes,Football,football,1,0,QUI,,0,4936,AR,Argentina,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,4.0,1688953467.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688953469,,,,,,,,,2.4,3.1,3.2
yPstDnc,2,False,,,,False,11114226,,1688931000,manaus-america-rn,False,Brasileiro Serie C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileiro Série C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,BR,0,1281,False,False,False,False,0,27213,12.0,100,Ended,finished,América-RN,america-rn,América-RN,Football,football,1,0,ARN,False,0,2023,BR,Brazil,[],#52b030,#52b030,#ffffff,Manaus,manaus,Manaus,Football,football,1,0,MAU,False,0,283918,BR,Brazil,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,4.0,8.0,1688938115.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688938118,,,,,,,,,1.5,3.5,6.0
LKjcsPvMc,2,False,,,,False,11114236,,1688931000,pouso-alegre-floresta,False,Brasileiro Serie C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileiro Série C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,BR,0,1281,False,False,False,False,0,27213,12.0,100,Ended,finished,Pouso Alegre,pouso-alegre,Pouso Alegre,Football,football,1,0,POU,False,0,343540,BR,Brazil,[],#52b030,#52b030,#ffffff,Floresta,floresta,Floresta,Football,football,1,0,FLO,False,0,274286,BR,Brazil,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,7.0,1688938229.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688938232,,,,,,,,,2.05,2.9,3.5
UfnsEhRd,1,False,,,,False,11114262,,1688940000,sao-jose-aparecidense,False,Brasileiro Serie C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileiro Série C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,BR,0,1281,False,False,False,False,0,27213,12.0,100,Ended,finished,Aparecidense,aparecidense,Aparecidense,Football,football,1,0,APA,False,0,32794,BR,Brazil,[],#52b030,#52b030,#ffffff,São José,sao-jose,São José,Football,football,1,0,SAJ,,0,480379,BR,Brazil,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,4.0,5.0,1688947014.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688947016,,,,,,,,,2.2,3.1,3.2
KOskP,3,False,,,,False,11114271,,1688940000,csa-figueirense,False,Brasileiro Serie C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileiro Série C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,BR,0,1281,False,False,False,False,0,27213,12.0,100,Ended,finished,Figueirense,figueirense,Figueirense,Football,football,1,0,FIG,False,0,1985,BR,Brazil,[],#52b030,#52b030,#ffffff,CSA,csa,CSA,Football,football,1,0,CSA,False,0,2010,BR,Brazil,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,7.0,1688947048.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688947051,,,,,,,,,2.15,2.9,3.25
rPsHOc,2,False,,,,False,11114245,,1689030000,volta-redonda-confianca,False,Brasileiro Serie C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileiro Série C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,BR,0,1281,False,False,False,False,0,27213,12.0,100,Ended,finished,Confiança,confianca,Confiança,Football,football,1,0,CON,False,0,2017,BR,Brazil,[],#52b030,#52b030,#ffffff,Volta Redonda,volta-redonda,Volta Redonda,Football,football,1,0,VOR,False,0,6982,BR,Brazil,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,6.0,1689037002.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1689037003,,,,,,,,,2.15,3.0,3.3
lPsqfn,3,False,,,,False,11114203,,1689030000,ypiranga-nautico,False,Brasileiro Serie C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileiro Série C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,BR,0,1281,False,False,False,False,0,27213,12.0,100,Ended,finished,Ypiranga,ypiranga,Ypiranga,Football,football,1,0,YRS,False,0,32766,BR,Brazil,[],#52b030,#52b030,#ffffff,Náutico,nautico,Náutico,Football,football,1,0,NAU,False,0,2011,BR,Brazil,[],#52b030,#52b030,#ffffff,3.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,6.0,1689037014.0,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1689051618,,,,,,,,,1.95,3.25,3.5
mPsJRp,2,True,,,,False,11391201,,1689031800,operario-pr-remo,False,Brasileiro Serie C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileiro Série C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,BR,0,1281,False,False,False,False,0,27213,12.0,100,Ended,finished,Remo,remo,Remo,Football,football,1,0,CDR,False,0,2012,BR,Brazil,[],#52b030,#52b030,#ffffff,Operário-PR,operario-pr,Operário-PR,Football,football,1,0,FER,False,0,39634,BR,Brazil,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,7.0,1689039189.0,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1689040091,,,,,,,,,2.1,2.88,3.75
jnbsbmc,1,True,,,,False,11065161,,1688920200,antofagasta-cobreloa,False,Primera B,primera-b,Chile,chile,Football,football,1,49,chile,CL,Primera B,primera-b,Chile,chile,Football,football,1,49,chile,CL,0,1240,False,False,False,False,0,60673,17.0,100,Ended,finished,Antofagasta,antofagasta,Antofagasta,Football,football,1,0,ANT,False,0,5601,CL,Chile,[],#52b030,#52b030,#ffffff,Cobreloa,cobreloa,Cobreloa,Football,football,1,0,COC,,0,3159,CL,Chile,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,1688927500.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688927504,1.0,,,,,,,,1.85,3.3,3.75
xGXsjLnc,3,True,,,,False,10989103,1.0,1688920200,deportes-recoleta-deportes-temuco,False,Primera B,primera-b,Chile,chile,Football,football,1,49,chile,CL,Primera B,primera-b,Chile,chile,Football,football,1,49,chile,CL,0,1240,False,False,False,False,0,60673,17.0,100,Ended,finished,Deportes Recoleta,deportes-recoleta,Recoleta,Football,football,1,0,REC,,0,284309,CL,Chile,[],#52b030,#52b030,#ffffff,Deportes Temuco,deportes-temuco,Temuco,Football,football,1,0,DTM,,0,119072,CL,Chile,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,4.0,7.0,1688927389.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688927393,,,,,,,,,2.0,3.1,3.4
enbsPuXb,1,True,,,,False,10989106,1.0,1688929200,rangers-de-talca-deportes-santa-cruz,False,Primera B,primera-b,Chile,chile,Football,football,1,49,chile,CL,Primera B,primera-b,Chile,chile,Football,football,1,49,chile,CL,0,1240,False,False,False,False,0,60673,17.0,100,Ended,finished,Rangers de Talca,rangers-de-talca,Rangers Talca,Football,football,1,0,RAN,,0,3154,CL,Chile,[],#52b030,#52b030,#ffffff,Deportes Santa Cruz,deportes-santa-cruz,Santa Cruz,Football,football,1,0,CRU,,0,243490,CL,Chile,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,7.0,1688936304.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688936310,,,,,,,,,2.0,3.1,3.4
gnbsvJp,0,False,,,,False,10989110,,1688929200,san-luis-de-quillota-santiago-morning,False,Primera B,primera-b,Chile,chile,Football,football,1,49,chile,CL,Primera B,primera-b,Chile,chile,Football,football,1,49,chile,CL,0,1240,False,False,False,False,0,60673,17.0,60,Postponed,postponed,Santiago Morning,santiago-morning,Santiago Morn.,Football,football,1,0,SAM,,0,3156,CL,Chile,[],#52b030,#52b030,#ffffff,San Luis de Quillota,san-luis-de-quillota,San Luis,Football,football,1,0,SLQ,False,0,39220,CL,Chile,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,,"['status.code', 'status.description', 'status.type']",1688770878,,,,,,,,,2.7,3.0,2.45
qwfbsUjEb,1,True,,,,False,10991213,1.0,1688911200,harju-jalgpallikool-tartu-jk-tammeka,False,Premium Liiga,premium-liiga,Estonia,estonia,Football,football,1,92,estonia,EE,Premium Liiga,premium-liiga,Estonia,estonia,Football,football,1,92,estonia,EE,0,178,False,False,False,False,0,618,20.0,100,Ended,finished,Harju Jalgpallikool,harju-jalgpallikool,Harju Jalgpallikool,Football,football,1,0,HAR,,0,197994,EE,Estonia,[],#52b030,#52b030,#ffffff,Tartu JK Tammeka,tartu-jk-tammeka,Tammeka,Football,football,1,0,TAR,False,0,138566,EE,Estonia,[],#52b030,#52b030,#ffffff,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,,,1688915040.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2']",1688918000,,,,,,,,,3.1,3.5,2.0
RqbsQld,1,True,,,,False,10991214,1.0,1688918400,nomme-kalju-fci-levadia-tallinn,False,Premium Liiga,premium-liiga,Estonia,estonia,Football,football,1,92,estonia,EE,Premium Liiga,premium-liiga,Estonia,estonia,Football,football,1,92,estonia,EE,0,178,False,False,False,False,0,618,20.0,100,Ended,finished,FCI Levadia Tallinn,fci-levadia-tallinn,Levadia,Football,football,1,0,LEV,False,0,3342,EE,Estonia,[],#52b030,#52b030,#ffffff,Nõmme Kalju,nomme-kalju,Kalju,Football,football,1,0,KAL,False,0,8091,EE,Estonia,[],#52b030,#52b030,#ffffff,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,1688922180.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'awayScore.period2']",1688925100,,,,,,,,,1.65,3.8,4.2
